EEG Fp1_delta,EEG Fp1_theta,EEG Fp1_alpha,EEG Fp1_beta,EEG Fp1_gamma,EEG Fp2_delta,EEG Fp2_theta,EEG Fp2_alpha,EEG Fp2_beta,EEG Fp2_gamma,EEG F3_delta,EEG F3_theta,EEG F3_alpha,EEG F3_beta,EEG F3_gamma,EEG F4_delta,EEG F4_theta,EEG F4_alpha,EEG F4_beta,EEG F4_gamma,EEG F7_delta,EEG F7_theta,EEG F7_alpha,EEG F7_beta,EEG F7_gamma,EEG F8_delta,EEG F8_theta,EEG F8_alpha,EEG F8_beta,EEG F8_gamma,EEG T3_delta,EEG T3_theta,EEG T3_alpha,EEG T3_beta,EEG T3_gamma,EEG T4_delta,EEG T4_theta,EEG T4_alpha,EEG T4_beta,EEG T4_gamma,EEG C3_delta,EEG C3_theta,EEG C3_alpha,EEG C3_beta,EEG C3_gamma,EEG C4_delta,EEG C4_theta,EEG C4_alpha,EEG C4_beta,EEG C4_gamma,EEG T5_delta,EEG T5_theta,EEG T5_alpha,EEG T5_beta,EEG T5_gamma,EEG T6_delta,EEG T6_theta,EEG T6_alpha,EEG T6_beta,EEG T6_gamma,EEG P3_delta,EEG P3_theta,EEG P3_alpha,EEG P3_beta,EEG P3_gamma,EEG P4_delta,EEG P4_theta,EEG P4_alpha,EEG P4_beta,EEG P4_gamma,EEG O1_delta,EEG O1_theta,EEG O1_alpha,EEG O1_beta,EEG O1_gamma,EEG O2_delta,EEG O2_theta,EEG O2_alpha,EEG O2_beta,EEG O2_gamma,EEG Fz_delta,EEG Fz_theta,EEG Fz_alpha,EEG Fz_beta,EEG Fz_gamma,EEG Cz_delta,EEG Cz_theta,EEG Cz_alpha,EEG Cz_beta,EEG Cz_gamma,EEG Pz_delta,EEG Pz_theta,EEG Pz_alpha,EEG Pz_beta,EEG Pz_gamma,label,Subject
3.750004091610741e-10,1.572659223121793e-11,6.45577720853268e-12,2.965536031846125e-11,1.039417939663831e-11,1.612853165142101e-10,3.4698076737793e-11,1.186879298454078e-11,2.765053524873052e-11,1.67913128114342e-11,3.115472450626309e-11,1.484011326588956e-11,9.075863608775652e-12,2.773438206887772e-11,4.809765106839205e-12,5.830235155890839e-11,9.228611523247236e-12,6.453265026487879e-12,3.163665565704814e-11,8.797015359675262e-12,1.481222943685763e-10,1.753955135067176e-11,1.030924099186386e-11,1.519336952953007e-11,3.416396132083268e-12,7.947529928760433e-11,6.088621681232359e-12,4.394630686825754e-12,1.432555457962016e-11,2.925955441203976e-12,3.206749608820961e-11,1.045757036392618e-11,7.153601573554775e-12,1.058995188286926e-11,2.816094451199876e-12,1.577078878527973e-10,2.392340529301393e-11,7.292014613768322e-12,3.048062923738187e-11,4.687644146559546e-12,2.954684322676905e-11,7.758407304303083e-12,1.08891091500064e-11,2.559061252223984e-11,6.006083948826496e-12,4.38820392555852e-11,8.56704179709379e-12,9.211354471123939e-12,4.638151278230372e-11,8.04321674606365e-12,4.26287268787657e-11,1.596743364740824e-11,6.486548494967568e-12,1.381634993269003e-11,4.661154097557457e-12,3.097696360790293e-11,4.763577277434045e-12,2.950449529122519e-12,6.069992227684263e-11,6.840022408633855e-12,2.476512487614547e-11,8.720062032560613e-12,6.931053880873151e-12,2.877189771148117e-11,7.305879466115381e-12,4.711561988127466e-11,9.758261710653505e-12,6.378993738754428e-12,1.104754485506594e-10,9.743413557109738e-12,2.704993479741706e-11,9.970774490033601e-12,4.412797912276677e-12,1.250167614077756e-10,8.919940562386545e-12,2.879895331254986e-11,1.100676838803981e-11,5.89839775631325e-12,1.834591899243807e-10,1.117701923501106e-11,7.908933165232991e-11,1.505960544705078e-11,1.002626553195713e-11,2.99426780462699e-11,6.585531532494107e-12,1.697850956132767e-11,8.37878883677223e-12,1.094006615451953e-11,3.053929718850138e-11,6.706594151172257e-12,7.076099195804095e-11,1.508381035052423e-11,1.30460311012254e-11,4.412519905758638e-11,9.010419351706804e-12,1,Subject05
1.829468031237506e-10,2.074684896010428e-11,1.353150369177766e-11,3.0538269814355e-11,1.002030041044083e-11,1.639291117190233e-10,2.380094331780008e-11,1.865569507312058e-11,3.156954373543678e-11,1.591424681595487e-11,2.573226804801565e-11,7.434549684183415e-12,1.819775100313888e-11,4.026977888741382e-11,3.517779815146481e-12,4.165126489557777e-11,5.453451682118081e-12,1.817399460212387e-11,4.01928032524562e-11,5.670540481168398e-12,1.271654313527545e-10,1.205824264904442e-11,1.361713706780169e-11,1.66478723864668e-11,3.203726796425624e-12,6.219242292007985e-11,5.09534215063282e-12,8.123402337924113e-12,1.737220955255145e-11,2.243335951790535e-12,6.223738465096068e-11,7.159308199216141e-12,1.22210010205872e-11,1.784833350425073e-11,2.787023733437384e-12,1.722256822060489e-10,2.258476317241456e-11,1.157994580645844e-11,3.178241297791732e-11,4.260710237818619e-12,2.363662121283081e-11,4.213339186289006e-12,1.589992760703158e-11,4.321387797184063e-11,4.510482271731678e-12,3.397691893176827e-11,5.028013253595371e-12,1.425584787842487e-11,5.909320024264033e-11,5.809170924457324e-12,6.182198827624284e-11,1.669611878597456e-11,1.046787784767192e-11,1.459089767174601e-11,4.039160370539812e-12,3.027761163490554e-11,4.132652248148194e-12,3.276787729298037e-12,6.3574320910814e-11,6.945921006155744e-12,2.28707685546879e-11,9.859586797340625e-12,1.332338735053462e-11,4.246470813438455e-11,6.92355524649109e-12,3.752285265231927e-11,1.256869239680038e-11,5.034262207525693e-12,1.161946307630272e-10,9.10882942209412e-12,3.633125823198213e-11,1.311990274423452e-11,8.545068086215103e-12,1.800259383547224e-10,1.110998960973945e-11,3.529663152137415e-11,1.238238819427518e-11,7.438088672917534e-12,1.858788353652305e-10,9.958258015155241e-12,5.59427010507711e-11,7.745892483635417e-12,1.735074127146659e-11,4.043534668304562e-11,4.20120236226748e-12,4.005485949127043e-11,4.811873800372401e-12,1.600453351360368e-11,4.963533679008639e-11,4.484937738701635e-12,1.218739332937173e-10,1.068945727389916e-11,1.550961012813398e-11,6.630299788921797e-11,6.952922543868187e-12,1,Subject05
1.168567622074261e-10,2.134858321130852e-11,9.319128835770063e-12,3.27393389136101e-11,5.460433956126468e-12,6.025619749684758e-11,2.207576336373261e-11,9.728616266081434e-12,2.148432675441442e-11,2.446749492789131e-12,1.491774062434853e-11,8.250772036215693e-12,1.167281543665347e-11,3.161095633948036e-11,4.465867894159843e-12,1.48371778557004e-11,6.993472940449955e-12,8.608693838786412e-12,3.265478335183938e-11,4.662217487897191e-12,9.058739640562852e-11,1.966607851461838e-11,7.412986199074464e-12,1.645825611266772e-11,3.663760282648774e-12,1.724118223809417e-11,8.633122094339606e-12,3.624373281938963e-12,1.519643144845784e-11,2.137909305033932e-12,2.877384816194386e-11,1.109751684184422e-11,7.002404255704914e-12,1.762572302440827e-11,2.824177105211024e-12,1.242967327626923e-11,1.856494318351614e-11,5.210637819546793e-12,2.569190892377493e-11,5.110760053041381e-12,9.828779373644067e-12,4.217943111242825e-12,8.104281390920106e-12,3.758432491690188e-11,5.484426162063692e-12,1.34201755339221e-11,5.409182727036063e-12,6.324268870941054e-12,5.324019073821496e-11,7.895269757424503e-12,8.48959481419072e-11,3.021345651584335e-11,7.933544376081684e-12,1.61836254868112e-11,3.545094387795605e-12,1.575709978567905e-11,7.954691838236971e-12,4.025387375127848e-12,7.540372636905734e-11,7.221304194842814e-12,1.746845323216483e-11,7.687593617206457e-12,1.010679757463048e-11,7.99471389764579e-11,6.278575246123772e-12,2.106432554122892e-11,1.255420677087176e-11,5.599126580403791e-12,1.786828785561945e-10,8.03223739820507e-12,3.395998023457435e-11,1.12177688617144e-11,6.956792733529709e-12,2.744983780985657e-10,1.105047538943557e-11,2.975615681333234e-11,1.111878669072366e-11,6.048657909687073e-12,3.058991074895577e-10,8.792562427936311e-12,1.394217391886769e-11,1.031936625726438e-11,1.067319414345495e-11,3.188348313818497e-11,4.239420702509996e-12,2.363156112015776e-11,6.0298576193055e-12,7.72505917886388e-12,4.283271227912372e-11,5.628612483181632e-12,1.110955368135389e-10,2.303844208314038e-11,1.15714298261833e-11,1.374295520148411e-10,7.078732775681293e-12,1,Subject05
1.136339289603723e-10,2.600005240991117e-11,1.217822344733261e-11,2.536587991277707e-11,3.461154873860457e-12,1.025948530633763e-10,2.906177823703256e-11,1.48165927914129e-11,2.143101358206742e-11,2.391817384238031e-12,6.437858049841077e-11,6.258085969568225e-12,1.091240624640987e-11,2.538193030146422e-11,5.349126917180981e-12,2.759795070831285e-11,8.20067834819669e-12,1.437540021419145e-11,3.874314044835382e-11,6.579064332057138e-12,4.933885459870788e-11,1.260561941243207e-11,7.400610368773917e-12,1.954953249289143e-11,3.753239924031413e-12,1.357779796869501e-11,6.996328989562238e-12,4.940142702598577e-12,2.209218344485338e-11,2.959668822332246e-12,2.03850975250378e-11,6.516170433178447e-12,4.789710487214235e-12,1.29993653005773e-11,3.89629087822219e-12,6.230143232273529e-12,1.657204542551589e-11,5.194687120716514e-12,3.489495723116634e-11,6.898400958070536e-12,2.529786271504769e-11,4.127717537260262e-12,6.12401697316963e-12,2.84155752280223e-11,6.756915721951913e-12,2.455293600906164e-11,4.103728725348461e-12,1.028844541431018e-11,5.879154312915923e-11,1.09337103669311e-11,4.493949118359032e-11,2.298917098832955e-11,6.259358602342975e-12,1.834096159398594e-11,2.867013106705388e-12,1.3379472614696e-11,6.385441782516877e-12,3.777981527548821e-12,9.53838163406456e-11,6.875811337076937e-12,1.562008006922386e-11,4.821473165277426e-12,4.057867632783434e-12,1.027518120324616e-10,7.960521198282416e-12,1.535650313577149e-11,1.226264850691919e-11,1.01756416631331e-11,2.35148725036951e-10,1.457739569628465e-11,1.440051861099774e-11,4.743407407848247e-12,4.846104683279211e-12,3.171942537511858e-10,7.96723249048955e-12,1.414896974051813e-11,7.055648709849881e-12,6.92309405990686e-12,3.76733230181705e-10,1.003405207264022e-11,4.712275950638465e-11,1.162733253903544e-11,1.820973907735731e-11,3.386762947368106e-11,6.385619702178208e-12,2.451621814066978e-11,3.812250323158354e-12,1.283732083695328e-11,3.601490429235867e-11,7.357789843622277e-12,5.608930169880743e-11,1.270024990977269e-11,9.488989140276788e-12,1.747748055141279e-10,8.917225776521076e-12,1,Subject05
1.275967245779168e-10,4.542119395918176e-11,1.109174401537166e-11,1.729611100134329e-11,3.316305805727757e-12,1.134428263456108e-10,3.174717906685502e-11,1.574439827962642e-11,1.049592991643958e-11,3.360767239348157e-12,6.862580688971448e-11,1.178671126309187e-11,1.325264532490114e-11,2.021927545060013e-11,3.326970891032699e-12,3.470120150044195e-11,1.138247713252123e-11,1.692700225049725e-11,1.946272531268625e-11,5.314155760973983e-12,7.561400740105207e-11,1.395235196242761e-11,8.018467911601694e-12,1.446282508372541e-11,3.41181966659594e-12,1.67244213522437e-11,1.125964904149469e-11,7.147532410720933e-12,1.215380479086009e-11,2.654108250370958e-12,6.540013812350046e-11,1.633926665995433e-11,7.346696955620253e-12,1.167438106098238e-11,3.026566576473026e-12,1.208666279351407e-11,2.02729200527478e-11,8.667150361907178e-12,2.523875152250912e-11,5.282177456350228e-12,2.226842281602192e-11,8.914126237513602e-12,1.141213374377837e-11,1.892425822266595e-11,4.537486281810231e-12,1.813874422755281e-11,7.302950092931044e-12,1.523990358071855e-11,2.571052508197126e-11,6.938149751729441e-12,4.265408034278607e-11,2.715004486298707e-11,6.928699878578215e-12,1.282308410807657e-11,3.420603064944981e-12,2.008360109899844e-11,4.219985774541117e-12,6.299538285427719e-12,5.003521451860547e-11,5.880082483374496e-12,3.222465719180899e-11,1.008279059161639e-11,5.016926932553217e-12,4.714156111195985e-11,5.489557677739781e-12,2.138217355818806e-11,8.385402927586661e-12,8.167897076034988e-12,1.098927999801306e-10,9.837847044813823e-12,2.31593992733326e-11,5.93262851987365e-12,2.247990741025739e-12,1.369952697283544e-10,5.957045136371535e-12,2.537097949283503e-11,5.601713761031385e-12,3.267190766997964e-12,1.747737571361402e-10,7.98345284060818e-12,5.602466940918764e-11,1.179500601218226e-11,2.132275839622609e-11,1.993367997513996e-11,5.074069223940746e-12,1.862092330549712e-11,7.149577126203157e-12,1.776997197298565e-11,2.058756944545403e-11,5.020154749236908e-12,4.939916490357521e-11,1.496560345429586e-11,7.0228977429146e-12,8.085714973278926e-11,6.530550817815376e-12,1,Subject05
1.643569459908913e-10,4.029583864151184e-11,1.196343177903042e-11,2.680567646838412e-11,5.483826057623449e-12,1.096405172430189e-10,4.058531378630042e-11,1.232513946554271e-11,2.200634343183279e-11,4.421091731472498e-12,3.865783896590722e-11,1.914691217876173e-11,1.404066637601755e-11,3.942561297706127e-11,4.69174041256295e-12,2.659553660508088e-11,1.643990568969507e-11,1.039096261682063e-11,3.22614331921781e-11,5.473192204315079e-12,2.369137464608458e-10,2.600977787434958e-11,1.153336179600089e-11,1.883208104267196e-11,3.645786456882593e-12,5.505907821914414e-11,1.769853123424496e-11,4.729095023010118e-12,1.460215587815196e-11,2.950254103466889e-12,3.579412156825444e-11,1.539720461476248e-11,1.02916465918817e-11,1.840885017798781e-11,2.856768342823777e-12,2.947130738418975e-11,2.623313286191972e-11,6.720981114292539e-12,2.186681155760099e-11,3.243558709812334e-12,3.588594248623402e-11,1.312579498601502e-11,9.38275777061291e-12,3.464916784331926e-11,5.131207278127996e-12,1.71954475467361e-11,9.174007727459668e-12,7.89045935277744e-12,4.014175969168963e-11,5.037404611331822e-12,5.067467029033313e-11,2.355682945348552e-11,6.908230488289514e-12,1.367210500687783e-11,3.305955607590264e-12,1.879293562337195e-11,5.439344118735447e-12,5.449939455931134e-12,4.47764750986702e-11,4.378730578820926e-12,3.111021644532047e-11,8.18778238601825e-12,8.089557282621116e-12,4.894581384996905e-11,5.515545758542773e-12,3.58568985096076e-11,7.998822246229144e-12,9.190868780558328e-12,9.634791375147578e-11,5.014991268014818e-12,2.409755856939539e-11,5.565050194355482e-12,6.740847371173656e-12,1.576554579883914e-10,4.359226047336297e-12,1.728349835488927e-11,4.510349935687772e-12,5.093489328657561e-12,1.826782210455356e-10,4.194822449911216e-12,4.553864618874009e-11,2.034338406592229e-11,1.440234435993482e-11,3.999475770461205e-11,5.629331964646703e-12,2.760477819727942e-11,1.058432335944374e-11,8.251847864460793e-12,3.771046119565694e-11,5.527209976689009e-12,7.289056818914235e-11,1.122697180871262e-11,1.394501375519471e-11,7.154481395454836e-11,5.744404307198124e-12,1,Subject05
2.000904858499738e-10,5.317632550757743e-11,1.476893876284896e-11,3.067573733563815e-11,5.313156101578129e-12,1.525692375668889e-10,3.338827086580883e-11,1.33017023503176e-11,2.398906794793748e-11,3.532401416937314e-12,4.191824885938212e-11,1.778097543041559e-11,8.976806784180792e-12,3.560170947764382e-11,6.129688156154838e-12,3.056583334099089e-11,1.787667005912035e-11,1.419285023741082e-11,2.880650052214106e-11,6.911463454753015e-12,1.022147375643042e-10,3.004502205903278e-11,1.047970799023011e-11,2.420410577515945e-11,4.788439138232595e-12,4.438612069522915e-11,1.508586058404118e-11,6.016548250966162e-12,1.607482146561964e-11,2.649174435340534e-12,3.719438838974694e-11,1.150600253495568e-11,5.080033536643205e-12,2.140478831735084e-11,5.122759889809364e-12,1.393382187118796e-10,2.122437119709082e-11,1.035756391934909e-11,1.668537640843659e-11,4.815809364654661e-12,2.208868755653389e-11,7.915720415312081e-12,7.482480722741262e-12,3.430387793271716e-11,7.722490118419937e-12,1.59699176394218e-11,7.677523405734297e-12,1.385778863232986e-11,3.027861873850618e-11,7.632520418466602e-12,4.080507700478454e-11,1.803891017252545e-11,3.870766102558313e-12,1.909684480002912e-11,4.120532457132648e-12,9.140091531932949e-12,7.343926814318662e-12,8.537362258841795e-12,6.22180512200226e-11,3.962993076112515e-12,1.491254843302935e-11,5.259536822963703e-12,1.145547921717287e-11,7.571540323243072e-11,8.544879235907548e-12,2.921364692352331e-11,9.469919534155188e-12,1.931786781604054e-11,1.558195903185017e-10,7.168273682945637e-12,1.659734447781471e-11,8.478669748406448e-12,1.208746676509933e-11,2.378899527787717e-10,1.026174911129019e-11,1.927254197537113e-11,5.362819839921442e-12,1.053037484820505e-11,2.919682983971934e-10,9.132300429298598e-12,4.166807179673341e-11,1.892271443447801e-11,1.40198483192749e-11,3.422072964229699e-11,6.158163933487857e-12,2.2872618859791e-11,9.571255489843369e-12,1.227257603997765e-11,3.119413570119103e-11,7.209124117892566e-12,7.958990736444226e-11,1.02504148327877e-11,1.467223064579157e-11,1.032881350550088e-10,7.443706999281425e-12,1,Subject05
3.498728576954754e-10,6.632344791235443e-11,1.785847932551786e-11,3.865978459929337e-11,6.269172581357962e-12,2.828796055160593e-10,2.659551097742415e-11,9.417958847513806e-12,2.795110362915176e-11,4.013674965841953e-12,1.132601536213714e-10,1.369398042242795e-11,9.537938246652375e-12,4.631349800143882e-11,7.229730503329124e-12,8.310818204558229e-11,1.459645265338525e-11,1.321561107612074e-11,3.544496587547091e-11,7.149336957864204e-12,6.577512199880252e-11,2.139115227831698e-11,9.166497928786674e-12,2.589254326892895e-11,4.503149822921815e-12,6.082961958331286e-11,1.080773877846105e-11,4.310821768554379e-12,1.865247921488221e-11,2.431915799198279e-12,4.834733567676089e-11,1.237166912828348e-11,7.514870708249956e-12,3.24644434784808e-11,5.554085315595914e-12,1.405447285647881e-10,1.908210642015747e-11,9.164216469801705e-12,1.796424578399589e-11,4.466178289285244e-12,4.809825984239675e-11,6.433071276764188e-12,7.919032222521201e-12,4.797454003693533e-11,7.651667167645433e-12,4.108337720758721e-11,5.104467164114723e-12,1.248224698524081e-11,3.334902140552679e-11,6.629455494438824e-12,5.441843220901236e-11,1.861576334946662e-11,5.29668242806396e-12,2.348561861023572e-11,4.074227776451112e-12,1.35316880597424e-11,5.705362433042986e-12,1.089829273538513e-11,5.325108159327977e-11,5.608953095821162e-12,2.192510133935933e-11,6.425972089772574e-12,9.873771544333147e-12,6.355345026609107e-11,9.074444561687212e-12,1.88498823846368e-11,6.238342111203442e-12,2.169217129555737e-11,8.68142726621469e-11,8.41184392912175e-12,9.239720324147916e-12,6.881827987005554e-12,1.017387542226655e-11,1.487006199587041e-10,1.185150369029312e-11,2.006792137182079e-11,5.642195052119521e-12,9.270399536253061e-12,2.09934529579589e-10,1.205234239873227e-11,9.747708350266487e-11,1.438737655299364e-11,1.078091990373838e-11,4.60452305310177e-11,8.021042720888404e-12,5.453550670204095e-11,7.939639381836838e-12,9.938719902308197e-12,4.575897538351042e-11,6.995357154237752e-12,1.562896918546111e-10,1.072230574314386e-11,1.296228497133232e-11,7.558727142525496e-11,8.002967147180048e-12,1,Subject05
3.30275077387265e-10,6.837639275611379e-11,1.51257753575141e-11,2.965423213875198e-11,4.044463420853522e-12,1.308703699497799e-10,2.889872077638416e-11,8.62515766997532e-12,2.655440235212137e-11,3.686427009309664e-12,1.195403422678754e-10,2.007603687934244e-11,8.081184318954409e-12,4.344235699922977e-11,6.582515052109171e-12,9.740957059174419e-11,1.677756400258038e-11,6.329827895250444e-12,4.111608413292578e-11,6.698459981755044e-12,1.175985414524657e-10,3.24587120080168e-11,8.477584641007002e-12,1.810197168930082e-11,3.600913534893105e-12,6.68831512853675e-11,1.660764606555139e-11,3.661555229032802e-12,2.187562232117056e-11,2.438180679517229e-12,8.891183909906819e-11,1.559434442094183e-11,8.528204005569896e-12,2.633955882529656e-11,4.811845220792694e-12,3.880603527076187e-11,1.854435675094889e-11,4.537860641286551e-12,3.297833639305803e-11,3.700878895206619e-12,6.73037473743294e-11,1.25087552031178e-11,7.671847597991415e-12,4.469326230563758e-11,6.527465761788954e-12,6.939191421972824e-11,1.013046990855044e-11,5.935037196697429e-12,4.054930036294316e-11,6.364387475104869e-12,9.963571511632113e-11,2.572399620509987e-11,4.133232859646032e-12,2.355934840322137e-11,4.368671315774823e-12,2.233736878745113e-11,1.138235228805868e-11,7.757283220540912e-12,4.467239822713561e-11,7.50773670811892e-12,3.971105050321687e-11,1.055259653072935e-11,6.975075602379157e-12,8.026312218001303e-11,8.855555233955648e-12,3.585867452529153e-11,1.267795752760394e-11,1.019730646793797e-11,1.719390409441045e-10,7.69271605194828e-12,2.243017532627746e-11,1.056783844017091e-11,1.005565831721766e-11,2.288655027986727e-10,9.67381243699814e-12,3.131475535408015e-11,1.206437924966155e-11,6.64393550751359e-12,3.283135708194656e-10,9.583818219045076e-12,9.25882309912837e-11,1.749272765004747e-11,6.188587344031341e-12,4.518936894003467e-11,5.733784106373363e-12,6.481713686638516e-11,1.132640311590277e-11,6.998954869770255e-12,4.748244990299931e-11,6.595085110557563e-12,1.540316286942401e-10,3.000143203903085e-11,1.082581465203265e-11,1.348105315287837e-10,6.759144031244818e-12,1,Subject05
2.575570518931974e-10,6.226807667456104e-11,1.96570428187556e-11,3.587922551038056e-11,4.898218887358922e-12,6.826150367434837e-11,3.45301541337563e-11,1.026705089100209e-11,3.382221688463668e-11,4.85394582954186e-12,7.46358069708909e-11,1.94464972659695e-11,1.184903745805687e-11,4.752290325945149e-11,5.730205103052726e-12,5.38591308198813e-11,1.63358706821536e-11,9.521182304039993e-12,5.378070636386646e-11,8.471731432309528e-12,1.670732013137761e-10,3.909427650343124e-11,8.314611404278053e-12,2.485908075911124e-11,4.417494741321149e-12,3.197058922290297e-11,1.640029735501595e-11,4.271223197588721e-12,2.338007993356284e-11,4.196827903240974e-12,7.565144755953139e-11,1.425284168946461e-11,9.292479880574209e-12,2.535229524074766e-11,5.229448790797755e-12,3.542202794551187e-11,1.124506946706887e-11,3.220839157751022e-12,3.510945991755786e-11,7.203429075827227e-12,5.298644176560032e-11,1.438532872650246e-11,1.028826038841118e-11,5.1238771376008e-11,7.84748056493633e-12,6.974619202874469e-11,1.641721747251959e-11,5.118272050289727e-12,7.037776633604704e-11,1.10199108009297e-11,1.019746793244405e-10,2.095616225930988e-11,7.283814809209528e-12,2.196411204356578e-11,4.614925508948209e-12,7.046007369758207e-11,3.080127651188174e-11,9.412266242036127e-12,9.060434002637378e-11,8.719454758454885e-12,5.102355447220068e-11,1.805569090710734e-11,1.022668318022479e-11,1.133202721414948e-10,1.072015578877145e-11,7.368396826444403e-11,4.956087850706859e-11,9.802746071007145e-12,3.741676343739676e-10,1.579529691991485e-11,2.001365535550563e-11,2.31882352660069e-11,8.564996953557847e-12,3.559908248182371e-10,1.731725495144359e-11,5.044339361373492e-11,3.214205873486075e-11,9.296337699941014e-12,5.09695606960965e-10,1.693705198385197e-11,6.762375417121747e-11,2.035615958828405e-11,1.236678205625995e-11,5.856649681612601e-11,6.910493394522344e-12,4.941272896753859e-11,1.564271524519106e-11,6.113152385164536e-12,6.10052621318249e-11,9.108414742785249e-12,1.066703830973249e-10,5.881076366259522e-11,1.199107046092667e-11,2.437533342618028e-10,1.034982477766339e-11,1,Subject05
3.3310455703198e-10,2.652703676969833e-11,1.969073762700992e-11,2.023253444700653e-11,4.521945793362002e-12,1.092553831935167e-10,2.945869324948355e-11,1.796625584548553e-11,1.901387377039789e-11,2.925230129871087e-12,4.235477825973169e-11,1.379721743059303e-11,9.314601616566697e-12,3.095143451610643e-11,3.924561212195573e-12,5.391865447558453e-11,1.098887463422171e-11,1.366521156489214e-11,4.261424287529236e-11,5.814000394322943e-12,2.289777820792328e-10,1.245077674291384e-11,1.063003090190804e-11,2.068756503417018e-11,2.978683815264722e-12,3.188077721169588e-11,4.975513376839715e-12,6.438181714360577e-12,1.561316119351331e-11,2.570846562215429e-12,2.112183658653834e-11,1.187756463989798e-11,7.368686181140236e-12,2.54657702475184e-11,2.892682039852538e-12,1.406112537486582e-11,9.285205394378531e-12,4.694386762798074e-12,3.737513870478538e-11,5.033858872748712e-12,2.611379839882062e-11,8.603912821841785e-12,8.415184450275466e-12,4.190054633372652e-11,5.151764372012998e-12,2.475896367615433e-11,1.565785410188215e-11,6.086716180900719e-12,6.253887068912379e-11,8.676407781982693e-12,4.847721707800888e-11,2.357491291873155e-11,5.593324159337976e-12,2.74032803289783e-11,4.164168484369633e-12,4.242099639282481e-11,1.811703226958551e-11,9.318230726126448e-12,1.314644563151913e-10,8.015297098849147e-12,1.566684380079666e-11,1.504084821359509e-11,1.289543515112217e-11,9.731973836050909e-11,9.001298581544797e-12,4.319607089190021e-11,2.794097655105898e-11,1.106121463724413e-11,2.860264202388574e-10,1.9577439720533e-11,1.670608301140568e-11,1.447391906528513e-11,9.554886501829354e-12,2.623336389489607e-10,1.491807871180859e-11,3.659355002035403e-11,1.942522983479104e-11,7.115983269573223e-12,3.704162560673041e-10,1.669128224870963e-11,5.897025551164571e-11,1.552941813086277e-11,1.359080379641417e-11,4.207542591805851e-11,5.000491000591532e-12,2.160675331806474e-11,1.568282910763014e-11,9.059881658294633e-12,4.802716578041883e-11,6.672740278847949e-12,5.603314583273793e-11,4.554659372975008e-11,1.442671443455691e-11,1.483771741188924e-10,1.208683739673562e-11,1,Subject05
1.19439653600147e-10,1.420879244148065e-11,2.02296835589981e-11,1.250965788157098e-11,3.637687139626889e-12,7.300573165983384e-11,2.89527184274225e-11,2.251018735425558e-11,1.427974370704193e-11,2.510891070375508e-12,2.651560340572759e-11,1.522112535756047e-11,1.11231565548069e-11,1.926422259873123e-11,2.606223871365355e-12,2.547751778264954e-11,1.051419012788857e-11,1.528239205708702e-11,2.217330621342896e-11,3.417639101811581e-12,1.191101412435617e-10,2.547565549678493e-11,1.159441469592664e-11,1.223744688524715e-11,1.693713756128387e-12,1.072057767155333e-11,8.544806000573888e-12,8.402333672734792e-12,1.062456623203419e-11,1.389422181343104e-12,2.529771365259845e-11,1.323197063155835e-11,1.028971473861123e-11,1.666249635812059e-11,1.2061266061448e-12,8.984941442558818e-12,1.20150669807776e-11,4.395273207574382e-12,1.990998609628891e-11,2.832572725099937e-12,1.611883832831486e-11,8.218511336256493e-12,1.015802705086193e-11,2.335777975582537e-11,2.63586634752006e-12,9.340725630420002e-12,9.859006392187404e-12,8.175879027353071e-12,2.740058599259833e-11,3.036117999468425e-12,8.793835147874546e-11,3.528569568844808e-11,5.827034387304702e-12,1.975601190991705e-11,2.785871386313905e-12,1.754096205079229e-11,7.960141705461623e-12,5.394250122023887e-12,3.84338584857705e-11,5.216980200173461e-12,2.691910433622062e-11,1.026212237321722e-11,9.044313801932136e-12,2.68225868426572e-11,4.86571432732058e-12,2.741973038918022e-11,1.351877240650274e-11,1.024342046732137e-11,7.162885337755557e-11,9.069915881555484e-12,2.990967379706642e-11,9.175988347498548e-12,7.226271279856117e-12,6.566393489699697e-11,5.433829733724516e-12,3.107721746660229e-11,1.020784552823684e-11,9.268259261479247e-12,1.123413108190497e-10,6.297827317161019e-12,3.166734376839683e-11,1.510933415735978e-11,2.060098718516233e-11,2.05238333802239e-11,3.024833058273506e-12,9.539064198205344e-12,1.109886767826262e-11,1.314442959497329e-11,2.653297738817332e-11,3.398774522248109e-12,1.100617459834903e-10,1.098959445228694e-11,1.316103163991223e-11,3.69519849437155e-11,5.368590548218997e-12,1,Subject05
